class,filepath,label
leaf_rust,ICLR/test/test/YBYJWV.jpg,1
stem_rust,ICLR/test/test/YC778I.JPG,2
stem_rust,ICLR/test/test/YK16PZ.jpg,2
stem_rust,ICLR/test/test/YN33U7.JPG,2
leaf_rust,ICLR/test/test/YQ8BG3.jpg,1
stem_rust,ICLR/test/test/YQJL65.jfif,2
leaf_rust,ICLR/test/test/YQL491.jfif,1
stem_rust,ICLR/test/test/YUX9Y2.jpg,2
stem_rust,ICLR/test/test/YV619U.JPG,2
healthy_wheat,ICLR/test/test/YWVGLF.jpg,0
leaf_rust,ICLR/test/test/YYBG2V.JPG,1
leaf_rust,ICLR/test/test/YYYK9H.jfif,1
leaf_rust,ICLR/test/test/Z63BLU.jpg,1
leaf_rust,ICLR/test/test/Z7JMTK.jpg,1
stem_rust,ICLR/test/test/Z7V1P8.jpg,2
stem_rust,ICLR/test/test/Z8067W.JPG,2
healthy_wheat,ICLR/test/test/ZC1FWW.jpg,0
healthy_wheat,ICLR/test/test/ZCZR1I.jfif,0
stem_rust,ICLR/test/test/ZFYYJ7.JPG,2
stem_rust,ICLR/test/test/ZMAB3R.jpg,2
stem_rust,ICLR/test/test/ZOXDKA.jfif,2
leaf_rust,ICLR/test/test/ZTWSDG.JPG,1
